Key	Value
{0}内容包	Tập hợp
未进行淬体\n在淬体界面进行淬体安排，角色会在修炼时自动进行淬体。\n点击打开淬体界面	không bị gián đoạn, đặt ô nhiễm trên cửa sổ guaya. nhân vật này tự động kết hợp thuốc trong quá trình huấn luyện. nhấn để mở cửa sổ kaja
生产命令需要在相应的建筑上发布，命令发布后角色会自动搬运原材料，并完成生产任务。	Thứ tự sản phẩm phải được sử dụng cho đúng cấu trúc. Một lần ra lệnh, Nhân vật này sẽ tự động chuyển tài liệu vào một cấu trúc như thế và sẽ hoàn thành
模组丢失	Mấy con cá sấu biến mất rồi
正在为筑基困扰	Có vấn đề với việc huấn luyện cơ bản
确定要将[{0}]淬炼到[{1}]上吗?	Anh có chắc là anh muốn kết hợp Gama [{0] với [{1] không?
修为到达圆满境后，可直面自身执念而引动信仰天劫。如果度过，则斩却执念，于神国中开辟一块新区域，如若失败，则灰飞烟灭。\n已渡信仰天劫：{0}次	khi bậc thầy của chúa đến niết bàn, họ có thể đối mặt với học trò và trừng phạt đức tin của họ. nếu huấn luyện viên có thể sống sót, họ sẽ có thể cắt đứt toàn bộ trường ga-la-át và tạo ra một khu vực mới ở danewa. nếu không, họ sẽ bị loại bỏ số lần họ đã bị trừng phạt
攻击穿透: {0:P3}	LỖ THỦNG KHIÊN:
正在一脸不情愿的做饭	Không chịu nấu ăn
租借法宝	Tôi mượn vũ khí ma thuật
接受传授	Học hỏi
取出	Bỏ
与行商交易。	Trao đổi với một thương nhân
妙法玄机	Nông trại, trại ma thuật
当前额外次数:{0}\n购买妙法宝匣获得额外次数，无次数上限\n使用仙灵妙法时会优先消耗额外次数。	số đặc biệt hiện thời: với sự phù hộ, chúng ta sẽ dùng một con số đặc biệt trước
练习护体	Chuyên gia áo giáp
六	Sáu
主存档数量为{0},无法打包	Cái két sắt chính là không thể đóng gói
余{0}次/{1}天	Những ngày còn lại
猫	Cat
周边	Hàng hóa có liên quan
提升心境	Tăng trạng thái tinh thần
心绪加成	Một phần thưởng đáng buồn
抱歉，该存档已经不再被支持。但你可以以它为基础轮回新的世界。\n(也可以通过切换游戏分支为0.94使用老版本继续游戏)\n需要轮回吗？\n	tôi xin lỗi. tạp chí này không còn được ủng hộ nữa. nhưng bạn vẫn có thể sống lại trong một thế giới mới dựa trên thông tin của nó, hoặc bạn có thể biến nó thành một trò chơi 94 dạng. anh có chắc là muốn quay lại không
运气不错，钓到了一条{0:f1}斤的{1}	may cho mày đấy! với ký lô
将物品分裂出一个未鉴定的镇物	Phân biệt đối tượng thành kho báu chưa được xác nhận
吸引他人。	Động lực
\n五行不适	một yếu tố không thích hợp
相关属性	Trạng thái liên quan
[color=#9e6404]相关工作：[/color]\n开采矿石	[color=#9e6404] công việc liên quan: [/color] đào
正心无旁骛的做饭中	Tập trung vào việc nấu ăn
+{0:N2}/秒	+ 0:N2}/V
等待生产完成。	Chờ đến khi nó tan chảy
可分配{0}人	Ai có thể gửi nó về
解锁制作：{0}	Công thức bỏ khoá:{0}
{0}\n{1}次思考后遗忘	quên mất sau khi suy nghĩ
阵枢需要一个满足条件的角色主持才可以布阵	Trại cơ khí chỉ có thể được xây dựng nếu một nhân vật đạt được điều kiện cốt lõi
什么？	Tiếng gì vậy? Có chuyện gì ngoài đó vậy?
埋下矿石	Đã nhúng
新衣裤	Quần áo mới
当前存档与云端文件冲突，请先解决冲突。	Tập tin an toàn hiện thời xung đột với các tập tin về Mây
{0}{1}经验	{0}{1} XP
无心练习御剑术，正想偷懒	Không được huấn luyện
将这个建筑安装到地上。	Xây dựng tòa nhà này trên mặt đất
事件选择	Chọn sự kiện
激活雕像以等待灵兽重生	Những bức tượng được dùng để chờ đợi con thú của linh hồn được khôi phục
坞	Đảo
镇物	Một kho báu ma thuật
基础	Cơ bản
正心不在焉的切石作业中	Cắt những tảng đá với một miếng vải
阴\n	yến xích hà
血量	Sức sống
皆可	Sẽ ổn thôi
需要放入3个思绪才能合成灵智碎片	Tôi phải đưa 3 ý tưởng vào 1 mẩu tin tình báo
影响灵宠的术法威力和灵气消耗。	Nó ảnh hưởng đến quyền lực của tạo vật thần linh và quyền lực của tạo vật thần linh
{0}{1}级	Lv {0}{1}
巨大	Nó rất lớn
大约{0}年前	Năm ngoái
正心无旁骛的缝纫作业中	Tập trung vào việc may vá
神修在心境为“慧”时，心境只有在悟性大于8的情况下才会增加，悟性越高，增加速度越快。反之则会减少。	Khi nó ở trong trạng thái tâm trí. Nó chỉ tăng khi trí thông minh cao hơn 8. Nhưng nếu dưới 8 giờ, tình trạng tâm trí sẽ bị suy giảm
今天的修行结束，正感觉神完气足	Tôi xong rồi. Tôi cảm thấy mạnh mẽ
心绪：{0:N0}\n所有情绪的绝对值相加，情绪的数量和程度都会提高心绪的复杂程度。心绪也受情绪放大系数影响。\n共五个层次：\n[color=#FFFFFF]■[/color]心咆意哮\n[color=#00c400]■[/color]心猿意马\n[color=#0099cc]■[/color]心念芜杂\n[color=#F700FF]■[/color]心宁气静\n[color=#FF8B00]■[/color]心如止水	Giá trị đau đớn: Số lượng và giới hạn của cảm xúc làm cho đau khổ phức tạp hơn. Nó cũng bị ảnh hưởng bởi sự gia tăng cảm xúc
妖族变换形态。	Biến thành quái vật
靛蓝布	Quần áo xanh
在锻造间余，刚小憩片刻	Đánh sắt; phần còn lại
残缺阵图，无法布阵	Mô hình không đầy đủ; không thể được thiết lập
正专心锻造	Tập trung vào sắt
请输入阵图名字	Tên cho Định dạng
对自身身体了解掌控的能力，影响淬体效率，淬体时出现有效进化的概率。在凡人阶段的岐黄技能会一定程度上影响该值。	Khả năng hiểu biết và điều khiển cơ thể của họ sẽ ảnh hưởng đến hiệu quả của nhiệt hạch và khả năng phát triển khi tiếp nhiên liệu. Kỹ năng an ninh của một người bình thường ảnh hưởng đến giá trị này đến một mức độ nhất định
修行宝地	Một ngày tốt lành
拍照模式	Máy quay
当前装备命令太多	Quá nhiều để mặc
\n兽形态下无法突破瓶颈	không thể phá vỡ ranh giới khi ở bên trong con quái vật
通知配置	Thiết lập cảnh báo
发布开采命令	Lệnh bắt đầu đào đi
覆盖	Ghi đè
\n境界不够：{0}	trạng thái thấp:
门派任务	Nhiệm vụ của Cục
{0}{1}  {2}经验\n	{0}{1}  {2}XP\n
该物品不能被灵淬了	Cái này không thể làm giả linh hồn
参玄悟妙	Tìm một ý tưởng
坐东朝西	Quay về phía tây
炼丹相关	Về việc tan chảy nhà thờ
因神国中神民怨念累积到100%而产生的信仰天劫。如果度过，则使怨念清零，如若失败，则灰飞烟灭。\n已渡信仰天劫：{0}次	sự trừng phạt của thiên đường thù ghét của một cư dân trong vùng đã được trả cho 100%. nếu huấn luyện viên có thể sống sót, mọi hận thù sẽ biến mất. nếu không, họ sẽ bị loại bỏ số lần họ đã bị trừng phạt
可提高灵宠锻炼的效果以及解锁更多行为。	Hãy cải thiện kết quả của việc huấn luyện con thú và làm sáng tỏ hành vi của nó
远离炉灶	Và tránh xa lò sưởi
{0}\n升级条件：\n{1}	nâng cấp#
{0}\n{2}\n{1:N0}岁\n{3}	Được rồi
Lua回调类名	Lua Callback Class Name
外门杂物	Nét ngoài
[点击配置阵法]	[ Nhấn để thiết lập trại máy]
轮回书	Một sự tái sinh
返回主菜单	Quay lại thực đơn đi
激活	& Bật
生成全景图片需要一定的时间，请不要移动鼠标并耐心等待直到提示完成。	Xin đừng di chuyển con chuột và đợi nó được tạo ra
重载PlaceDefs	Tải lại vị trí
订阅最多	Hầu hết là tín đồ
该区域此类建筑已达上限	Không thể tạo cùng kiểu tòa nhà trong vùng này
享用:{0}	Dùng:
正在修复第{0}个文件\n{1}	sửa tập tin
施展神通的次数	Số bùa chú mà anh đã dùng
魔门巨擘	Một tiếng xấu
任人宰割	Nó rất mỏng manh
地点图鉴需要玩家前往目标地点历练来点亮。	Để mở khóa những thứ bên trong trang web, bạn phải đi phiêu lưu ở những nơi này trước
同步用户信息	Đồng bộ thông tin người dùng
百	Một trăm
可从以下地点进入：{0}	Vào không gian
赶路时略感疲惫，正准备歇一歇脚	Tôi mệt mỏi sau khi đi bộ, tôi sẽ nghỉ ngơi
打磨	Cắt đá đi
未获得通行权，贸然进入将会受到攻击	Nhân vật này sẽ bị tấn công bởi việc đột nhập
[{1}]\n{2}\n需要参悟值：{0:F0}	[{0]
{0}没有对应的装备槽位了	Không thể đeo cái này
读取存档文件	Đang nạp tập tin bản ghi
凡人不轻信他人，甚至纷纷逃离。只能收集到怨念。	Người ta không tin tưởng lẫn nhau và cố gắng trốn thoát, chỉ để thu thập hận thù và thất vọng
皮毛布料	Bộ lông
吉	Một con quái vật
选择后缀	Hết chuyện
特殊玩法	Chế độ đặc biệt
蓝图说明：\n	mô tả bản vẽ:
在建筑工作时，正累的气喘吁吁	Xây dựng, hơi thở mệt mỏi
召回圣物	Gọi kho báu thiêng liêng
{0}颗	Được rồi
{0:N1}米	ĐƯỢC RỒI
时间：{0}	Thời gian:
思	Ừ
攻击命中: {0:P3}	ĐỘ CHÍNH XÁC CỦA CUỘC TẤN CÔNG:
新灵智碎片	Tạo ra một tinh thể trí tuệ
查看难度	Nhìn khó khăn kìa
正在加载	Đang nạp
参与者	Người tham dự
请选择合适的内门弟子	Xin hãy chọn một môn đồ thích hợp
====触发太易天道触发成功	== sync, corrected by elderman ==
防御坚韧\n此秘体承受攻击时抵抗伤害的程度。	kiên nhẫn để bảo vệ khả năng chịu đựng những thiệt hại do lính canh giấu mặt gây ra khi bị tấn công
女人	Một phụ nữ
{0}人	Được rồi
过去三天行为数量：	[color=#D06508] Số điều xảy ra ba ngày trước:
神秘大能	Sức mạnh ma thuật
分配回门派	Đưa nó về văn phòng
远离祖师牌位	Tránh xa khỏi đền thờ của Chúa
无法指定该角色	Không thể xác định ký tự này
请先启用任意天道！	Xin vui lòng kích hoạt bất kỳ xúc xắc trên trời đầu tiên!
灵植影响范围	Cây thần ảnh hưởng đến những gì bao quanh chúng
提升一个角色的心境	Làm tăng trạng thái tinh thần của nhân vật
蓝图丢失	Bản thiết kế đã bị mất
结丹时的阴阳偏向对丹品的影响。\n在五行属性中，火木属阳性，在白天得到加成；金水属阴性，在夜晚得到加成；土则需要阴阳均衡。	dương. nó sẽ được thăng chức vào ban ngày. vàng và nước là âm. nó sẽ được khuyến khích vào ban đêm. đất là sự cân bằng giữa âm và dương
仪所宽广	Dấu cách
添加新标签	Thêm nhãn mới
正在乐呵呵的修理建筑中	Tận hưởng công trình xây dựng nhé
感知({0:P0})\n眼睛与耳朵受伤会影响该值，感知影响视野范围和精细工作的效率。	Giá trị này sẽ bị ảnh hưởng khi mắt và tai của các nhân vật bị tổn thương, cảm xúc ảnh hưởng đến tầm nhìn và năng suất tinh tế
新人模式下不能改变角色，请直接开始游戏。	Bạn không thể thay đổi nhân vật ngay từ đầu thành trò chơi
尚未获得	Vẫn chưa
独门秘籍	Kinh thánh cá nhân
锻炼{0}中	Tập thể dục
[color=#9e6404]相关工作：[/color]\n移除地板\n拆除建筑\n修理建筑\n移动和安装建筑\n建造建筑\n搬运建筑原料	[color=#9e6404] công việc này bao gồm: [-color] gỡ sàn nhà xuống, sửa chữa tòa nhà, di chuyển và xây cất tòa nhà
刚刚完成一次治疗，松了松疲惫肩膀	Chỉ cần hoàn thành điều trị; di chuyển vai để thư giãn
增加参悟值	Thêm một ý tưởng
丽	Đẹp lắm
[{0}将{1}赠与你]	[{0] đã cho bạn một món quà.]
离开{0}	Thoát
删除特殊效果	Xoá kết quả đặc biệt
-灵胎	Chết tiệt
请选择移动目的地	Hãy chọn đích đến
{0}[{7}]\n真炁:{8:N0}\n健康:{1:P0}\n心境:{6:N0}\n饥饿:{2:N0}\n口渴:{3:N0}\n精力:{4:N0}\n情绪:{5:N0}	Được rồi
娱乐:{0}	Thư giãn:
仙人{0}经过无量劫难，度{1}重天劫，于天苍历{2}年{3}斩断尘缘，以{4}证得灵仙之境。	Sau khi hai chương lặp đi lặp lại việc bị trừng phạt bởi thiên đường vào ngày hôm đó. Season{2},{0}đã lấy cơ thể con người và trở thành{0}.
等级:{0}	Cấp:
肉类	Thịt
赏雪	Nhìn tuyết kìa
取消建造	Thôi
单次上传的轮回者最多允许 20 个	Bạn có thể tải lên 20 kí tự cùng một lúc
[color=#bf642f]掌管压力：{0}[/color]\n{1}	[color=#b642f] kiểm soát áp lực:{0}[/color]}{1}
设置种植植物的生长程度	Chương trình phát triển thực vật
这几个势力凑在一起，似乎有点不对劲。不知是少了什么线索，还是想得太多了。	Có vẻ như có gì đó không ổn khi ghép chúng lại. Có thể vẫn còn thiếu một đầu mối hay anh nghĩ quá nhiều?
吃东西时好像在思考什么，一脸凝重	Ăn trong khi suy nghĩ, cảm thấy nghiêm túc
暮观日落	Nhìn mặt trời lặn
尝试与这个单位交流。\n处事等级及对方对门派的好感度会影响交流结果，但也不是每件事都会直接告诉你。	cố gắng giao tiếp với nhân vật này, kỹ năng xã hội và tình cảm của bạn sẽ ảnh hưởng đến kết quả, nhưng họ sẽ không nói gì với bạn
购买成功!谢谢大爷!	Xong rồi! Cảm ơn!
被施法	Bị bỏ rơi
的	Sở hữu
正惬意的享受自己的娱乐时间	Đi nghỉ vui vẻ nhé
对象降阶	Mức dưới
天气图鉴需要玩家遭遇对应天气来点亮。	Để mở khóa những thứ trong thời tiết, bạn cần tìm những thứ thời tiết đó
不安	Sự lo lắng
获得信仰：{0:F0}	ĐỨC TIN NHẬN ĐƯỢC:
似乎随便画画就可以得到神奇的结果。	Có vẻ như anh chỉ có thể làm được điều kỳ diệu bằng cách vẽ tay
建筑蓝图	Kế hoạch
获得秘籍：《{0}》 X {1}	ĐƯỢC RỒI
{0}{1}的{2}	Được rồi
次	Một lần
红布	Áo đỏ
精怪	Những hồn ma
心境:{0:N0} ({1}){2}\n心境会大幅度影响修炼相关行为的效率和成功率。	Tâm thần:{0}{1} Trạng thái tinh thần của nhân vật sẽ hiệu quả và thành công trong việc huấn luyện cần thiết
解锁新的隐秘：\n[align=center][color=#306BC7]{0}[/color][/align]	Bí ẩn mới được tiết lộ:
退出成功，请重启游戏	Thành công. Xin hãy khởi động lại trận đấu
吞噬目标物品，以强大的的肉体将其精华提炼而出。吞噬能力与格物技能等级，消化系统的淬炼程度有关。\n目前最高可吞噬[color=#990000][my_property=BodyPractice_EatItemMaxRate|{0:F2}]阶[/color]的物品。	Ăn đồ vật và kéo sừng chúng vào cơ thể. Khả năng nuốt sẽ phụ thuộc vào mức độ hiểu biết và cấp độ của vật lý
吼！	Hogg!
突破结束，正感慨大道难测	Giới hạn đã bị phá vỡ; có nhiều cảm xúc
减少一个神修的神性	Hạ thấp tinh thần của chủ nhân
自然奇景	Cảnh quan tự nhiên
随机	Ngẫu nhiên
单次上传的建筑蓝图最多允许 20 个	Mỗi lần tải lên có 20 bản thiết kế
建造一个房间，并为每个角色分配床铺	Xây nhà và dọn giường cho mỗi nhân vật
触发对象组别	Trigger Target Team
消息	Văn bản
给角色添加Modify。	Thêm sửa đổi vào kí tự
PayMgr-> 购买ID为{0}的商品成功	PayMgr-^ đã mua được ID{0}
选择一个金丹期或以上境界的内门弟子拜师。	Hãy chọn môn đồ theo hàng thứ vàng, hoặc cao hơn nữa, đặng chào hỏi và dạy dỗ họ
无法胜任这项工作!	Không thể làm việc này!
入门	Tay mới
评论长度超出限制	Ý kiến của anh có giới hạn
三面为墙	Chúng ta đâm vào 3 bức tường
\n[color=#990000](主动释放时灵气穿透会提高到3倍)[/color]	thêm 200% khuyên xuyên giáp vào [/color]
[color=#FF0000]未指定专精[/color]\n	Anh chưa chọn chuyên gia
健康值	Sức sống
凶兽	Con quái vật
狭小	Nhỏ
正心无旁骛的砍柴中	Tập trung vào việc đốn củi
受太玄天道影响，无法手动选择！	Hiệu quả của xúc xắc Tai-Taus không thể tự chọn được!
天劫	Sự trừng phạt của thiên đường
在练习秘法之时，正觉得心烦意乱	Đào tạo văn hóa bí mật. Tôi đang buồn
其他装备	Thiết bị khác
等轮回者	Về nhà
正在准备工具，去执行手工作业	Chuẩn bị dụng cụ nhân tạo
收获这个植物	Thu hoạch cây này
开心	Vui lên
从根本上增加固定值	Những giá trị cơ bản hơn
流拍	Cuộc đấu giá thất bại
购买物资	Trao đổi
还是算了	Không
门派恶名	Tiếng xấu của công ty
<font color=#FF0000>地点不适合</font>	Không có
花费{0}灵石拍卖到以下道具：	Dùng{0} Đá Để mua những thứ sau:
{0}的利爪	Có dấu móng vuốt
防御成功: {0:P3}	THÀNH CÔNG BẢO VỆ:
正专心地垂钓	Tôi cố tình đánh cá
正在一脸埋怨的给伤员治疗	Điều trị chấn thương không ngừng
次数:{0}	Số lần:
夺剑	Cầm lấy kiếm
取消跟随当前目标	Đừng theo dõi mục tiêu nữa
轮回时状态	Trạng thái
游戏 暂停/继续\n[keycode]GamePauseOrPlay[/keycode]	Dừng lại đi
{0:N0}阶]	{0:N0}
中立角色	Các nhân vật đều trung lập
  <font color=#00FF00>[绑定：{0}]</font>\n	(2)
姓	Họ
吃东西呛了自己一口，正大声咳嗽	Làm nghẹt thở một cái gì đó, ho lớn
CloudSave->开始打开存档:{0}	Bắt đầu mở tập tin an toàn:{#
{0}的秘体[{1}]发生变化：\n[color={4}]{2}重→{3}重[/color]	các thay đổi xuất hiện trên mạng ẩn của{0}:
帽子	Một cái nón
技能关联:无	Kĩ năng liên kết: không có
精元容量:{0:F0}/{1:F0} ({2:F0}%)\n灵智碎片足够，而且精元容量已满的时候可以开启灵智。	Max. Siêu cường:
正在返回主菜单	Đang trở lại trình đơn chính
沉睡	Ngủ đi
背景故事 {0} 数据写入中...	Viết truyện nền về..
{0}:{1}次\n	{0}:{1}\n
随机法宝	Vũ khí ngẫu nhiên
没有可以传授的秘籍或者参悟	Không có ý tưởng hay câu Kinh Thánh nào có thể thành công
内丹回灵速度:	Sự phục hồi của con quái thú:
初始化..	Bắt đầu...
此处已经有人占用，无法垂钓	Cơ sở đánh cá này được những người khác sử dụng
消耗9点香火值，清除所有天气并获得庇护。	Dùng chín bộ đồ hương để làm sạch thời tiết và bảo vệ chúng ta
返回中	Quay lại ngay
键位的编码已被使用，请更换编码！	Mật mã đã được sử dụng. Xin hãy chọn một mật mã khác
征伐天下	Một cuộc chinh phục
取下置物台物品	Bỏ nội dung
突破地点的灵气浓度对突破成功率的影响。	Mật độ của địa điểm sẽ ảnh hưởng đến cơ hội đột nhập
(已飞升)	(Vỗ tay)
在拆地板时，正忍不住神游天外	Triển khai sàn nhà; không thể không mơ ước trong ngày
东西已经加工过，已失其用，我们并不需要了。	Nó đã được sử dụng và mất giá trị của nó. Tôi không muốn nó
转弯速度 : {0:N0}度/秒	TỐC ĐỘ QUAY:
PayMgr-> 找不到ID为{0}的商品信息	Không tìm thấy chứng minh thư
无法启智	Không thể đánh thức trí thông minh
积累50份耐储存的食物（烤肉/面饼/果脯）	Trong đó có 50 miếng thức ăn.
{1}{0:N2}/天	{1} {0:N2}/d
[color=#9e6404]相关工作：[/color]\n上床休养	[color=#9e6404] công việc bao gồm: [/color] nghỉ ngơi trên giường
炼制成功的丹药数量	Số đồ vật anh làm giả
砍柴	Phá rừng đi
等待角色完成开采	Chờ cho đến khi nhân vật của anh xong việc
秘体：{0}\n	xác ẩn:
在移除工作时，正忍不住神游天外	Thoát khỏi một cái gì đó, không thể giúp nhưng mơ của ngày
无效阵图，无法布阵	Định dạng không hợp lệ: không thể đặt trại
搬运这个法宝并将其放置到阵法之中。	Đem vũ khí phép thuật này vào trại an ninh
获得秘籍：{0} X {1}	ĐƯỢC RỒI
移除工作不顺，觉得有点消沉	Thoát khỏi người nghèo, cảm giác thất vọng
稍微利于	Một chút hữu ích
[多个物体]	[Nhiều vật]
广为人知	Danh tiếng
我们完成了{0}的任务，他们的长老表示感谢，并欠了我们人情。\n获得了{0}的{1}点人情。	chúng tôi đã hoàn thành nhiệm vụ, và người già của họ cảm ơn chúng tôi và nợ chúng tôi ơn trời
熔炼	Bùn
核心信徒	Đồ đệ chính
在工作之时，突觉莫名伤心	Công việc; đột nhiên cảm thấy buồn
炼制法宝结束，正感叹炼器之道博大精深	Kết thúc việc nấu chảy vũ khí ma thuật; chiêm ngưỡng độ sâu của chất nóng chảy
{0}\n目标阵营：{4}\n目标类型：{3}\n阵法中每人消耗灵气：{1:N0}点\n施法间隔：{2:F1}秒\n	Nhóm mục tiêu: dạng mục tiêu:{4} Số thư viện đã sử dụng/người địa phương: {1: N} Điểm vô giá trị:{#F1} Rev
能量值:{0}/{1}	Quyền lực:{0}/{1}
请选择一个空的墓地	Chọn một ngôi mộ trống
刺眼	Nhẹ hơn
结丹时的心境对丹品的影响。	Trạng thái tâm trí sẽ ảnh hưởng đến chất lượng của bạn trong khi xây dựng một lõi vàng
你保存了一个阵法配置，现在你可以通过阵枢角色身上的结阵按钮来进行结阵。	Bây giờ bạn có thể nhấn nút để đặt trại nơi nhân vật được chọn là lõi để dựng trại
当前阵图有阵法配置，即将删除配套阵法，是否确定	Mô hình đã được sửa đổi. Bạn có muốn xóa các trại máy móc liên quan không?
正邪倾向:\n正 {0:F0}  邪 {1:F0}\n正邪倾向会影响事件的选择和发展方向	Xấu xa: tốt, xấu xa cả tốt lẫn xấu sẽ là kết quả của những lựa chọn bạn đưa ra trong sự kiện và cách phát triển
六境:合道	Bước 6: Làm sáng tỏ
正专心拆地板	Tập trung xuống sàn
上层界面可以控制子节点中的控件	Bạn có thể kiểm soát lõi bóng trong thực đơn trên cùng
无心修行，正想偷懒	Ooh, không đào tạo
成长	Lớn lên
教程	Bài học
{0} 所需的前置模组排序过低:{1}	The rank of {0}'s required mod is too low: {1}
拜山	Tuyệt
使该植物着火。	Bắn cái cây này đi
代理事件：{0}（可收集:{1}）	Sự kiện đại diện của công ty:
CloudSave->开始解压	Đóng cửa
规划一片药田，并将作物设定为灵仙草。	Xây một vườn rau và lá cây
停	Dừng lại
该物体没有灵气	Vật thể này không có điện
\n重生进度：{0}/{1}	tái sinh:{0}/{1}
该角色不在弥留状态	Nhân vật này còn sống
熔炼中	Từ chối
选择建筑	Chọn tạo
缥缈	Sương mù
即将完成……	Sắp xong rồi..
作者:	Người sáng tạo:
请选择一个要被吞噬的物体	Hãy chọn những gì bạn muốn ăn
前往目标地点吐纳天地之间的元气，以获得淬体所需的淬炼精华。吐纳时的季节、时间、天气、环境等均会影响吐纳获得精华的种类和效率。	Đến một địa điểm mà chọn và đi bộ, để nhận được sức mạnh của trời và đất, để tạo ra những gì cần thiết để định hình mùa, thời gian, thời tiết và môi trường nói chung sẽ ảnh hưởng đến sự tử tế và hiệu quả của bạn từ gió
迷惘的行商	Một thương gia bối rối
主殿正在建造...	Tòa nhà chính..
门派外门弟子总数	Tổng số người ngoài
请选择一个物体(植物、矿物、建筑)	Chọn mục tiêu.
在搬运时，正累的气喘吁吁	Đi, hơi thở mệt mỏi
观察{0}之后未能获得任何思绪碎片。	Không nhận được một pha lê ý tưởng từ quan sát{0}
历世	Tuổi trưởng thành
打坐修行	Tập luyện
语言文件丢失\nMissing Language Data\n	语言文件丢失\nMissing Language Data\n
CloudSave->存档Meta文件上传失败:{0}	Bảo vệ Đám mây
阁	Một giáo đường
defName=>{0} {1} 该物品未找到，请重新检查配置！	không tìm thấy mục tiêu. Kiểm tra thiết lập mới!
选择参与推导的信息	Chọn dữ liệu cần dùng cho các đối số
观察四周	Hãy chú ý đến môi trường
指定动物活动区域	Nhận dạng khu vực cho động vật
脱胎期	Tại buổi sáng tạo
正在准备工具，去收获作物	Chuẩn bị dụng cụ thu hoạch
\n不能共存：{0}	không thể khớp:
放置物品到置物台	Đặt cái này ở căn cứ
移动建筑到指定位置	Chuyển tòa nhà sang vị trí đã chỉ định
请输入标题	Xin hãy nhập tên
五	Năm
取出：	& Bỏ:
衣匠	Một thợ may
无法在此地突破	Không thể phá vỡ vành đai
【{0}】出价[{1}]	[{#] Đấu giá [{1]
生成云雾	Tạo mây
与这个物体交互	Quay lại vật này
生产	Tạo
植物产物	Sản phẩm thực vật
第{0}天 {1:D2}:{2:D2} {3}	ĐƯỢC RỒI
变成法宝	Nó được rèn như một vũ khí ma thuật
(生长停止)	(Tiếng dừng lại)
切换至{0}一页技能面板\n\n快捷键:{1}	thay đổi thành{0}
这也拿来卖？	Anh muốn tôi mua cái này?
刚完成切石作业，正拍落衣服上的石屑灰尘	Chỉ cần cắt tảng đá cho đến khi nó hoàn thành, bụi trên quần áo
无心练习秘法，正想偷懒	Không được đào tạo nông nghiệp bí mật
请确认comdlg32.ocx是否丢失！_{0}	Confirm whether you have comdlg32.ocx!_{0}
内容选择	Chọn mục lục
灵气加成	Một phần thưởng
发现地点：{0}个	Nơi được phát hiện:
[color=#FF0000][击杀模式][/color]	[color=#F000] [giết] [/color]
正在筑基	Luyện tập cơ bản
在锻造时，正快乐的哼着小调	♪ Đánh vào thép trong khi âm nhạc đang vui ♪
手选目标点	Mục tiêu chính
该任务要求赠送如下道具：	Nhiệm vụ này phải được giao như một món quà:
是否跳过	Skip
大量的	Rất nhiều:
建筑蓝图 {0} 数据写入中...	Đang tải bản vẽ..
请先建造工作台！	Xin hãy tạo trạm!
蒸蒸日上	Hãy hạnh phúc
卧房	Phòng ngủ
新建对话节点	Create New Dialogues
妖窟	Hang ổ của quỷ dữ
自弃	Thật bực bội
搜索这个角色，获得他身上的道具。	Tìm kiếm cơ thể nhân vật này
启	Thừa tướng
请选择一个要埋葬的角色	Chọn ký tự bạn muốn chôn
在练习御剑间余，刚小憩片刻	& Khi luyện tập, hãy dừng
{0}\n最大重量：{1:f1}斤\n捕获数量：{2}	trọng lượng tối đa:
在修理建筑时，正快乐的哼着小调	Sửa chữa công trình xây dựng trong khi âm nhạc thì vui vẻ
与{0}({1})不能共存	Không thể khớp{0}{1}
法术相关	Về bảo tàng
无心移除工作，正想偷懒	Ooh, đừng làm nữa
请阅读提示({0}秒)	Xin đọc hướng dẫn ({0}
内门	Một sinh viên bên trong
弟子会自己安排修炼行为	Các sinh viên sẽ lên kế hoạch cho lịch trình phát triển của riêng họ
过	Cho qua
太虚幻境\n假作真时真亦假，无为有时有还无。\n太上有道虚作实，心中无疑幻成真。	đất maya nếu anh đang nói dối. vậy cái gì là thật và cái gì là thật với sức mạnh có thể biến ma thuật thành hiện thực có thể biến ảo tưởng thành sự thật
内容	Nội dung
正专心收获	Tập trung vào vụ thu hoạch
输入老门派的名字	Nói tên văn phòng đi
正在上传角色数据	Tải lên dữ liệu
的宝贝	Sở hữu kho báu
成长值	Lớn lên
基础{0}: {1:F2}{2}	CĂN CỨ{0}:{1:F2}{2}
二境:凝练	Bước 2: Giải quyết nhân dạng
吐纳天地	Hơi thở của trái đất
{0}前无法淬炼{1}	Không thể tan chảy{1} trước khi{0}
在练习护体间余，刚小憩片刻	Dừng
刚砍完柴，正在擦汗	Chỉ cần hoàn thành đốn gỗ, lau mồ hôi trên trán
游戏存档	Một tập tin trò chơi an toàn
<font color=#D06508>[植物]</font>\n生长效率:{0:N1}%	>gt; & >; Đừng lo
听说了一个秘闻，也不知真假	Nghe những bí mật mới có thể là sự thật hay không
编辑地图及生成地图中的物品。	Cấu hình bản đồ và xây dựng đối tượng trên bản đồ
参悟值：{0:N0}	EG:
门派善名	Danh tiếng của công ty
\n需要炼器等级:	cần kĩ năng vũ khí kỳ diệu:
打开	Mở
编辑移动路线。	Cấu hình đường dẫn
苑	Tòa án
正在更新，请耐心等待...	Đang cập nhật. Xin đợi..
性格	Một cá tính
装饰	Sức ép
旷古绝今	Chưa bao giờ xuất hiện
{0}解锁神国建筑:[{1}]\n{2}	mở khóa tòa nhà danta:
三	Ba
在这个建筑上撰写内容，只有一次机会。	Hãy viết bất cứ tài liệu nào về tòa nhà này (chỉ có một)
